DLsv,DLcv,DRcv,DRsv
16,19,109,106
13,14,118,115
14,17,100,97
12,14,97,94
12,13,89,87
67,72,27,24
30,34,78,74
13,14,69,66
13,15,57,55
4,5,150,146
85,88,66,63
37,40,79,76
8,9,110,107
43,45,38,37
32,34,109,105
102,106,37,34
12,13,99,96
9,11,60,54
31,34,40,37
14,15,112,110
7,7,64,62
13,15,88,85
111,116,7,6
28,30,56,53
60,64,32,31
60,63,36,33
12,13,51,48
19,21,57,53
37,41,36,33
62,65,13,11
6,6,90,87
13,14,73,70
13,15,42,40
64,68,7,7
26,28,52,48
32,34,46,42
51,55,25,23
4,0,85,81
33,35,64,59
61,64,101,98
43,46,118,113
23,24,60,57
62,68,0,8
161,166,3,5
150,156,12,10
12,14,155,150
4,0,121,117
34,37,83,78
31,33,61,58
35,37,42,40
23,25,36,33
77,82,13,11
6,7,121,117
13,14,76,73
33,35,151,147
7,8,25,22
66,69,48,46
25,28,86,81
77,83,0,8
78,84,0,8
21,22,83,81
20,21,83,80
87,90,14,12
11,13,104,99
39,44,73,68
69,73,45,42
74,77,41,39
127,131,28,24
19,21,101,96
112,118,0,7
127,131,5,4
57,62,54,49
20,24,0,8
4,6,120,116
41,45,81,76
23,26,57,52
48,52,34,31
13,14,21,17
3,4,32,29
16,18,30,26
3,4,45,41
21,25,143,137
8,11,158,153
73,79,89,84
6,7,71,67
58,61,17,15
122,127,45,40
25,31,0,8
99,105,6,6
10,12,73,70
4,3,106,102
27,30,131,127
17,20,44,38
84,91,44,38
21,25,102,96
14,18,69,63
17,21,86,80
11,12,44,38
45,49,29,25
23,27,106,98
23,27,37,34
152,155,7,6
4,4,39,36
20,24,133,127
50,54,26,23
67,71,18,15
25,26,92,89
41,45,46,43
135,140,53,49
153,159,33,29
38,42,45,42
5,6,86,84
4,2,54,50
103,106,85,83
117,123,65,59
7,1,110,103
26,29,93,89
102,110,0,8
96,102,6,6
6,8,100,93
49,53,58,56
66,70,7,6
128,132,0,4
35,40,0,8
13,14,116,108
26,30,70,63
60,67,43,37
23,29,41,36
90,93,7,5
13,14,111,108
8,9,183,179
156,162,28,25
36,41,47,41
35,41,40,34
68,73,11,9
8,9,193,190
13,14,45,42
47,50,13,12
5,5,30,28
69,75,0,8
60,63,35,33
80,85,10,8
70,74,164,158
112,118,120,114
169,175,63,59
8,0,106,99
32,37,93,86
103,106,29,26
34,36,52,48
38,41,18,16
19,21,23,22
62,67,0,8
43,46,84,81
82,87,40,36
6,5,94,88
21,25,70,66
39,42,52,49
150,157,32,29
13,17,107,101
108,114,10,8
15,19,47,43
21,24,149,143
123,126,49,46
62,67,107,102
92,97,77,72
14,18,27,23
6,0,84,78
32,38,46,41
53,56,77,74
7,1,146,139
28,31,120,117
105,108,43,40
57,64,47,41
111,115,0,4
93,98,16,13
50,55,77,71
63,66,0,4
29,34,38,32
123,127,39,38
20,23,32,28
52,56,1,5
18,24,29,26
28,33,95,88
69,74,86,81
9,10,76,72
68,70,18,17
25,31,150,143
13,15,45,41
77,83,44,39
123,125,8,7
63,69,60,54
26,31,106,99
60,66,120,113
9,10,39,37
29,34,12,9
52,56,0,8
63,66,15,13
46,50,52,49
50,53,23,22
25,30,127,120
131,134,28,26
19,25,181,172
15,17,103,99
22,26,92,88
71,74,59,56
73,78,46,42
14,15,0,8
10,13,131,124
107,112,33,30
26,27,94,91
77,81,40,38
15,17,106,102
66,69,54,51
90,94,29,26
176,180,1,4
13,14,0,8
34,37,5,3
118,122,27,24
77,80,70,68
69,77,0,8
36,40,52,48
134,136,1,2
10,11,96,92
9,10,139,135
18,20,127,121
115,120,54,51
113,115,25,23
54,56,90,88
8,9,6,6
27,29,106,104
9,10,104,102
17,21,141,133
49,53,113,109
107,111,0,4
58,62,47,43
116,118,68,66
15,15,171,169
179,183,1,4
26,32,114,108
28,31,0,8
72,76,34,32
117,119,28,26
132,136,54,51
29,33,73,69
21,25,68,63
53,57,134,130
8,10,99,94
59,63,132,127
118,120,10,8
20,22,200,195
142,144,12,11
61,65,70,64
106,112,52,46
24,26,104,101
100,105,24,21
134,137,0,4
6,4,22,18
53,56,34,32
117,119,0,2
5,4,30,28
161,164,3,3
7,8,156,148
94,99,44,41
26,28,116,112
57,61,82,78
46,48,69,66
112,116,0,5
7,6,112,105
28,30,129,126
130,133,27,26
5,1,90,85
95,99,43,39
6,8,82,80
30,34,81,74
24,28,89,82
116,123,19,17
21,25,39,35
4,4,113,111
187,192,0,5
96,100,93,89
66,70,66,60
5,3,71,67
5,2,75,70
139,142,15,13
54,60,9,7
66,70,0,4
96,102,0,6
7,8,64,60
46,48,80,78
68,72,47,43
41,46,72,66
46,49,138,134
50,51,75,73
9,10,143,140
57,60,38,35
4,3,167,164
14,15,55,51
2,1,75,73
9,11,128,124
34,39,121,114
82,85,80,77
73,76,17,16
10,11,113,107
34,38,123,119
20,23,85,82
162,165,0,3
2,0,88,87
12,15,82,76
9,10,123,120
130,133,1,3
107,112,27,25
58,60,11,10
108,112,51,47
73,77,52,48
10,10,112,108
109,113,9,8
4,2,56,52
147,149,0,2
87,88,61,60
94,97,52,49
72,74,47,45
97,101,63,59
108,113,48,43
53,55,18,17
79,82,59,56
156,161,25,21
3,1,55,52
50,53,148,144
3,0,56,53
57,60,73,70
80,86,46,43
124,128,55,51
112,119,77,71
8,1,67,59
52,54,19,18
73,80,70,63
45,52,28,23
33,36,45,39
40,42,34,33
62,68,57,52
64,68,56,53
21,25,49,44
31,35,113,107
127,133,15,14
29,34,70,65
55,60,14,12
12,15,41,36
39,41,154,151
8,9,60,56
103,107,104,100
9,10,71,66
7,8,143,138
53,56,96,93
50,55,21,17
24,28,155,150
7,8,173,166
35,37,134,131
51,56,24,21
107,109,36,34
51,54,108,103
84,86,61,59
50,55,152,147
9,10,112,107
17,19,103,99
54,61,76,70
53,56,43,40
18,21,70,66
89,93,9,8
38,42,49,45
27,31,182,177
76,78,0,2
50,54,70,66
66,68,48,47
89,90,0,2
44,48,38,34
63,65,76,74
65,71,38,34
89,93,69,65
45,47,118,116
90,95,29,26
6,2,146,141
37,42,90,83
6,2,68,63
104,107,46,44
5,2,79,75
30,33,49,45
6,1,61,56
45,47,53,51
58,64,81,75
8,9,23,20
28,31,0,5
6,7,62,58
63,66,85,82
135,140,9,7
63,65,48,46
54,56,24,23
81,83,37,35
94,99,19,16
171,176,19,16
15,19,25,21
59,61,36,34
83,86,10,8
65,67,44,42
7,9,58,53
144,146,26,24
7,9,68,63
81,87,70,64
23,29,117,110
33,37,150,146
47,49,42,40
194,198,15,13
30,31,76,74
127,132,36,33
9,11,64,59
87,91,47,44
8,11,126,121
43,46,106,101
8,11,124,119
7,8,103,99
56,60,31,28
154,156,11,9
46,51,113,108
40,45,73,67
15,16,63,60
34,36,45,44
67,70,8,7
31,35,142,134
82,87,66,61
28,31,83,79
33,34,94,90
35,40,46,42
7,1,38,32
67,72,28,26
7,0,98,91
191,193,10,8
3,1,148,145
104,111,33,30
7,7,57,55
48,51,95,92
8,9,135,131
50,53,53,50
19,19,79,77
84,88,96,92
66,70,18,17
94,98,50,47
35,39,7,7
6,3,29,24
6,2,32,28
102,104,0,2
14,16,83,76
35,42,57,52
102,104,99,97
32,36,165,161
45,47,47,45
80,82,91,89
40,43,96,92
133,138,1,5
7,0,137,131
14,17,143,139
21,22,38,37
97,101,11,10
78,82,80,76
7,8,202,197
75,79,132,128
73,77,56,54
36,43,47,40
48,50,71,69
101,103,66,64
45,51,71,63
93,99,25,22
22,27,0,8
72,75,8,7
16,20,28,24
152,156,8,8
61,64,8,8
62,65,8,8
53,56,8,8
79,82,8,8
86,89,8,8
56,59,8,8
13,15,51,48
76,79,8,8
47,50,8,8
59,62,8,8
60,63,8,8
74,77,8,8
33,36,42,36
101,103,0,2
134,138,0,5
97,101,47,42
35,37,113,110
127,133,20,15
20,22,73,70
49,52,73,66
105,110,40,37
124,131,17,13
51,55,26,24
7,0,74,68
7,7,166,160
40,45,16,14
86,89,76,72
171,175,0,4
123,127,0,4
51,52,115,114
51,56,18,15
79,83,63,60
20,24,119,112
53,59,17,15
53,58,71,66
92,97,32,30
60,63,112,108
24,26,117,113
28,32,48,44
22,25,47,45
20,23,45,41
76,80,10,8
66,73,97,90
80,85,87,82
182,187,0,5
76,81,105,99
52,57,85,80
21,23,89,86
33,35,88,85
136,139,30,27
4,4,98,94
74,78,23,21
10,12,89,85
131,136,0,5
23,26,90,83
25,28,149,145
161,166,10,9
152,155,23,20
31,32,88,85
10,14,87,80
14,16,95,90
13,15,165,161
7,8,186,183
131,135,66,63
40,43,165,162
231,234,11,9
60,64,180,177
31,37,100,94
45,51,0,8
113,118,0,5
127,130,0,4
17,18,90,87
7,8,107,103
4,2,54,51
67,72,46,43
4,2,40,36
9,10,43,39
31,36,88,83
4,2,46,43
41,43,63,59
36,39,19,17
4,3,147,143
29,32,0,8
97,100,27,26
56,58,18,17
4,2,123,120
13,15,110,106
75,79,46,43
3,4,104,101
4,0,112,109
5,5,130,126
4,0,106,103
4,0,100,96
39,40,6,5
71,75,61,58
5,2,182,177
4,0,75,72
4,0,90,87
4,0,53,51
10,12,42,39
14,17,37,34
4,0,104,100
4,0,86,82
76,83,12,11
71,74,35,31
130,133,0,3
9,10,143,139
59,65,84,77
56,60,9,6
6,6,60,58
92,99,0,8
84,87,17,16
6,6,65,61
89,93,0,5
133,138,25,20
113,120,23,18
34,41,0,8
38,45,136,129
168,170,17,16
61,66,0,8
41,47,53,48
75,79,25,21
90,94,10,9
75,78,114,110
100,102,139,137
17,19,220,216
173,177,62,58
145,151,86,81
20,24,79,72
26,30,74,67
68,73,33,30
23,26,96,91
57,61,60,54
93,99,22,19
56,59,61,58
73,77,39,34
74,78,22,19
60,63,0,4
16,18,118,114
121,127,14,12
125,129,50,47
7,8,171,168
11,12,61,55
22,26,65,61
6,5,106,100
14,17,138,131
5,6,68,65
26,29,97,91
7,8,119,116
42,48,77,70
5,6,71,67
131,136,71,67
10,11,195,189
52,57,0,8
9,9,164,156
4,4,159,155
70,75,42,38
90,95,114,109
183,186,11,10
114,119,0,5
17,18,0,8
21,25,17,14
22,24,89,81
75,83,30,26
23,28,30,25
6,0,60,56
17,20,76,72
80,85,186,181
238,243,28,25
13,15,104,101
84,91,58,53
136,140,16,14
51,56,98,93
9,11,69,66
76,81,54,50
34,37,103,99
4,2,86,82
19,22,117,111
111,115,28,25
23,27,72,67
6,3,89,83
108,114,25,22
69,73,49,46
5,5,133,129
33,38,161,153
83,87,54,51
16,18,117,111
173,176,12,11
7,8,170,166
12,14,53,51
6,7,51,50
73,77,131,127
26,27,183,181
11,13,109,105
41,43,81,79
15,19,68,63
144,149,26,23
5,6,140,136
6,7,147,144
7,9,94,87
58,61,63,59
13,15,127,123
129,133,8,6
41,46,94,88
74,77,23,19
36,40,88,82
75,81,47,42
94,98,0,5
33,37,107,102
61,67,137,129
94,99,41,38
54,57,52,49
124,128,8,8
17,20,114,108
30,34,103,95
61,69,68,61
19,24,240,234
124,127,141,138
4,0,115,112
34,38,71,67
35,38,191,187
7,8,99,96
20,23,82,76
80,84,82,79
6,6,68,64
11,13,87,83
67,72,30,24
7,8,60,57
75,79,157,154
8,9,115,111
102,106,80,75
85,89,75,70
83,88,27,24
73,78,28,25
64,68,91,86
150,155,4,4
74,78,94,90
128,132,40,37
9,11,139,135
23,26,122,116
22,25,56,52
17,19,24,22
120,126,70,66
50,55,101,97
75,78,66,64
164,167,56,53
32,36,79,76
159,161,51,49
143,145,0,2
80,83,61,58
18,20,83,80
10,11,47,43
16,18,50,46
75,79,57,53
16,18,84,80
99,104,42,38
3,2,146,143
21,22,67,63
78,82,0,5
10,12,72,69
12,15,78,74
44,48,73,69
100,104,17,13
66,69,109,106
64,68,75,71
90,94,49,46
5,2,119,114
16,18,107,101
50,53,118,115
160,164,6,5
185,190,0,5
39,42,17,16
125,129,7,6
39,41,98,95
89,92,47,46
12,13,60,57
50,54,19,18
55,58,19,18
36,39,94,90
95,98,36,33
71,73,70,67
68,74,149,143
109,113,113,109
159,162,65,63
8,5,217,209
30,35,121,114
55,59,101,97
10,14,185,179
109,115,85,80
48,53,72,66
105,113,12,11
87,93,34,28
146,151,26,23
11,13,109,105
90,94,28,25
173,176,22,20
14,16,178,171
125,132,38,34
38,39,15,13
48,51,152,149
174,177,26,23
200,203,0,3
56,59,15,13
77,82,41,36
23,26,91,85
153,158,28,25
105,111,15,13
146,150,40,38
34,38,110,102
77,82,68,62
49,53,70,64
83,89,75,70
26,30,88,83
94,97,24,21
16,20,116,111
32,36,62,57
16,19,96,91
5,3,95,89
5,3,97,91
3,4,64,59
24,29,98,92
18,22,57,52
5,3,119,113
9,11,62,59
23,27,74,69
43,48,136,130
55,61,79,73
69,74,57,53
11,13,55,52
43,46,53,50
3,3,96,93
10,11,137,134
4,4,108,104
25,28,155,151
160,164,19,16
7,9,228,223
10,11,157,153
74,77,92,89
9,9,156,148
27,30,152,147
90,97,0,8
26,29,139,135
83,86,32,29
65,72,30,26
58,62,62,59
82,87,36,32
91,96,77,72
6,6,68,62
228,233,58,55
269,274,16,13
47,52,199,194
12,14,235,228
36,39,196,192
42,47,54,48
25,28,89,84
67,71,29,26
6,7,62,58
239,243,0,4
83,87,114,110
198,202,0,4
181,185,1,4
5,6,150,146
28,31,124,119
101,103,13,12
7,8,115,113
35,37,86,84
73,77,108,103
21,26,177,170
6,6,148,144
21,25,64,59
11,13,118,114
15,16,38,35
5,5,106,102
42,45,22,20
8,10,174,170
67,71,7,7
156,159,27,25
79,83,27,24
11,12,128,125
7,8,164,160
60,63,19,18
38,41,97,93
100,103,36,33
102,107,14,13
6,7,66,60
41,45,68,63
87,94,17,14
31,33,51,49
35,38,127,123
117,124,37,32
7,8,95,92
38,41,59,56
39,42,7,7
75,80,52,50
45,48,87,84
96,100,26,23
30,34,44,38
17,19,136,132
51,53,110,106
100,104,59,56
62,66,96,91
74,77,58,55
51,55,79,75
80,84,50,46
98,104,64,58
11,12,159,155
11,11,93,90
41,44,76,72
60,64,137,133
98,105,92,86
6,6,161,158
12,14,162,158
29,30,87,84
57,60,55,51
5,5,96,93
75,78,24,22
40,44,56,53
11,12,100,97
67,73,35,31
53,57,54,50
66,70,104,102
18,21,152,147
36,41,0,8
58,61,18,15
50,57,97,91
7,9,144,136
120,128,25,21
32,35,95,92
8,1,118,111
17,20,116,112
76,83,49,44
17,19,32,30
51,55,74,71
84,89,39,36
6,6,127,121
104,110,23,21
42,45,83,79
54,57,70,66
91,93,8,7
4,3,108,105
30,33,41,39
142,150,93,87
15,16,67,64
11,13,74,71
14,16,80,77
39,43,148,144
8,9,36,34
35,38,149,145
132,137,49,45
72,77,71,64
136,143,5,6
38,42,48,44
9,10,50,47
55,59,0,5
133,137,0,5
9,10,155,152
10,11,171,166
7,8,154,150
124,132,26,21
33,34,100,98
9,11,186,183
104,108,89,85
163,167,30,27
44,47,129,126
13,15,126,123
30,33,70,67
6,3,55,50
66,70,165,161
199,202,35,32
83,87,147,141
19,21,122,118
99,102,71,68
4,4,114,111
56,62,160,153
23,26,115,109
98,102,44,42
4,1,140,137
9,10,109,105
20,22,79,76
25,28,42,37
49,52,72,69
25,27,144,140
81,88,79,74
38,42,101,95
4,2,94,90
7,8,115,112
88,92,30,26
19,21,147,142
11,13,78,71
54,55,75,74
5,6,69,65
60,63,13,12
35,37,37,35
42,46,43,38
104,111,0,8
127,133,19,16
17,20,131,125
5,2,113,107
8,10,133,128
33,37,29,25
5,5,49,44
5,5,45,40
37,40,68,64
20,23,37,33
67,71,72,69
54,59,126,121
138,142,22,20
11,14,180,176
52,56,34,31
81,87,40,35
18,18,125,122
20,21,96,88
81,86,34,30
61,65,98,93
146,149,91,88
49,52,89,85
87,90,51,49
4,4,132,128
45,50,84,78
35,40,79,72
25,28,122,116
78,85,64,59
30,33,119,115
7,1,68,63
113,116,32,30
77,81,92,88
12,13,122,118
84,89,0,5
37,42,60,57
72,77,27,24
14,17,58,54
6,3,70,63
35,41,129,122
58,63,121,114
64,67,52,49
66,69,39,36
25,27,102,99
21,24,42,38
113,118,10,8
36,39,113,109
7,8,126,122
4,3,83,80
49,54,135,129
42,47,76,70
109,114,83,80
94,98,78,73
166,171,5,5
9,10,177,171
26,27,164,162
40,45,143,139
5,5,125,121
5,2,78,74
86,90,4,4
35,38,70,66
92,97,10,10
69,73,35,32
29,32,31,28
22,26,138,133
155,158,8,7
25,29,133,125
51,56,108,103
5,6,159,155
27,32,132,127
62,65,100,97
26,29,118,115
78,82,64,60
84,88,12,11
12,13,74,71
68,72,0,4
35,38,57,54
12,13,71,68
62,65,30,28
5,6,54,52
7,7,63,60
56,59,17,16
37,41,79,73
154,158,41,39
19,21,175,168
98,103,15,12
53,58,100,95
82,85,75,73
10,10,154,151
120,123,41,38
36,40,104,99
10,11,96,93
19,24,151,145
32,34,188,184
36,40,124,117
112,115,92,89
23,26,40,37
12,13,123,120
50,52,86,85
123,126,57,55
16,17,78,75
82,86,33,31
9,10,106,99
22,25,92,87
7,8,87,83
31,36,99,91
48,52,87,83
8,0,135,127
151,159,52,47
5,4,210,205
26,29,184,178
33,37,146,140
165,168,18,16
5,7,90,87
49,51,129,127
3,4,175,170
12,14,95,92
55,59,49,45
4,4,104,101
41,44,106,103
12,14,313,309
114,118,209,205
56,60,266,261
26,28,91,87
7,7,140,137
20,25,121,116
32,35,163,160
77,85,119,111
90,95,112,107
7,7,138,135
93,98,61,57
25,28,117,110
44,48,132,126
7,7,106,103
24,27,138,132
4,1,176,172
5,5,187,183
160,164,28,24
51,53,124,120
59,62,83,80
15,19,92,87
25,29,73,67
9,10,113,110
68,71,52,49
6,7,71,68
57,61,15,11
61,64,108,105
138,144,105,99
17,18,235,232
79,86,75,70
144,150,12,10
7,7,80,74
244,250,13,10
79,82,53,51
74,79,135,130
24,25,55,52
132,135,0,3
25,27,76,74
11,15,115,110
10,10,124,121
10,10,86,83
10,10,158,155
70,74,92,88
49,53,109,104
30,32,83,80
55,58,57,54
10,10,143,140
113,116,37,35
8,3,93,87
94,98,52,50
62,66,60,58
56,60,68,65
86,89,188,184
64,67,76,73
108,112,17,14
86,92,0,6
14,19,120,113
57,64,75,69
72,75,67,63
7,9,76,73
20,22,57,55
100,106,84,78
38,41,104,101
20,22,78,76
4,4,106,104
23,27,148,144
40,43,79,76
92,97,25,21
64,71,49,43
41,44,57,54
46,48,57,54
53,58,48,42
21,26,72,65
58,65,105,98
79,86,105,99
96,101,51,47
15,19,132,126
85,90,37,33
118,121,6,4
16,18,79,75
110,116,65,61
98,103,6,4
99,104,39,35
32,38,52,47
62,65,29,27
108,114,0,7
165,172,25,21
13,17,181,174
61,66,133,127
51,57,36,33
93,100,24,21
62,68,77,70
60,66,19,17
71,76,67,62
35,40,104,98
28,31,105,99
7,3,91,85
77,84,37,32
106,107,20,19
23,24,102,99
7,1,126,119
25,29,30,26
62,68,148,141
214,218,1,4
35,39,178,172
12,13,136,132
6,3,48,43
67,71,47,43
48,52,66,62
66,72,63,59
122,127,9,8
51,54,82,77
104,110,24,20
77,81,55,51
7,7,67,65
46,49,7,6
107,112,17,14
4,5,85,81
12,13,110,107
47,49,77,75
26,27,78,74
36,42,59,54
4,4,137,133
77,80,62,58
11,12,95,92
82,87,49,44
44,45,85,81
12,15,180,172
158,163,34,31
84,89,22,19
4,4,129,126
6,6,157,153
115,118,46,43
47,52,59,54
119,122,0,3
139,143,44,41
6,6,180,176
103,107,79,76
11,12,81,78
33,36,56,52
9,10,70,67
49,51,53,51
92,94,15,14
31,34,0,5
40,43,48,46
4,2,113,109
46,48,50,46
92,95,39,37
120,126,6,6
10,11,124,121
5,7,94,92
35,40,43,40
10,12,76,73
12,13,112,108
79,84,39,36
113,116,45,44
52,55,31,30
7,8,105,103
87,91,22,20
11,12,140,136
128,132,38,36
77,80,91,88
17,19,43,40
11,12,141,138
55,60,158,152
198,204,15,13
30,31,66,65
88,91,5,5
70,75,10,10
16,18,103,98
84,87,4,4
21,26,83,77
11,13,98,92
5,1,75,70
48,53,23,18
71,76,0,5
44,48,44,42
11,13,63,59
15,17,96,92
8,11,205,197
126,129,92,89
55,57,0,4
11,13,111,107
73,76,48,45
13,15,61,58
4,4,89,86
69,76,25,22
36,39,67,64
18,20,107,103
5,5,100,96
14,15,123,120
100,102,50,49
124,128,21,20
101,105,44,41
32,36,21,18
56,60,85,81
81,83,65,63
86,89,56,52
31,35,83,77
53,54,70,69
40,42,58,55
30,33,106,102
39,42,97,93
20,22,117,113
122,126,58,54
46,51,161,156
10,10,203,199
119,123,90,86
197,204,6,5
6,6,81,78
160,165,22,19
10,11,100,94
55,56,88,84
53,54,76,72
4,4,117,113
48,53,67,64
7,8,97,94
7,8,80,78
25,26,40,37
44,47,41,39
14,16,64,62
174,179,50,47
83,88,89,84
25,27,101,95
10,12,114,108
43,49,79,74
141,144,42,39
79,82,27,24
93,96,13,12
88,91,17,14
3,3,55,50
7,8,93,89
26,29,70,66
19,21,146,142
53,56,137,134
154,157,36,34
16,19,99,95
71,74,46,44
48,53,65,60
58,61,74,71
18,21,110,103
4,4,65,62
24,27,102,96
89,97,95,89
80,86,108,102
53,58,159,153
81,86,148,143
99,102,32,29
27,30,94,89
19,21,74,69
52,58,72,67
22,26,124,116
36,39,181,173
7,7,55,51
74,80,66,60
127,134,19,16
13,17,94,88
60,64,28,25
6,3,128,121
110,116,16,12
35,39,45,40
9,10,122,119
48,51,81,78
4,1,135,131
74,77,14,12
38,42,38,33
7,8,112,108
71,75,45,42
5,4,126,121
49,52,78,75
31,33,119,115
81,85,71,67
99,105,45,38
143,150,0,7
27,30,106,103
89,92,44,41
41,44,91,87
48,51,77,74
54,58,70,65
11,12,73,70
28,32,52,48
16,20,121,114
123,128,16,13
75,80,63,59
76,81,30,28
57,61,0,8
26,30,54,51
53,55,47,45
17,20,122,115
118,122,24,22
10,13,155,148
154,158,13,12
57,60,56,53
7,7,67,64
43,45,31,29
52,56,18,16
54,56,156,152
152,156,56,53
90,93,67,64
36,39,106,103
226,234,26,23
107,111,152,148
164,168,0,4
25,28,35,30
55,58,27,24
46,50,81,78
92,98,72,68
19,23,88,82
10,11,40,37
40,44,6,6
4,1,141,137
26,30,111,107
94,98,118,114
42,45,71,66
6,6,133,129
115,122,13,11
14,17,81,76
49,56,41,37
66,70,44,40
25,28,108,101
34,40,57,54
11,14,121,118
85,92,120,114
41,45,139,134
28,33,150,143
139,146,37,31
21,24,160,155
48,51,77,73
50,54,22,20
13,14,61,58
28,30,44,40
13,14,101,98
76,81,33,31
5,5,139,136
13,14,85,82
19,22,137,131
57,62,89,82
36,40,115,111
18,20,131,128
5,4,52,49
119,126,19,16
17,19,139,135
68,72,30,28
4,4,64,61
48,50,42,39
86,90,59,55
13,14,138,134
63,67,42,40
140,145,0,6
34,38,101,98
13,15,147,143
7,8,69,66
4,5,111,106
8,9,111,107
49,55,61,57
112,116,70,67
48,54,128,121
11,12,118,114
11,12,78,74
112,115,27,24
9,10,54,52
91,97,137,129
25,31,122,114
85,93,60,54
91,95,64,61
14,15,140,132
7,8,178,174
147,151,35,33
103,110,73,66
93,96,9,9
7,8,84,81
7,8,121,117
4,4,98,94
4,5,59,55
11,12,143,140
62,68,83,76
6,6,95,91
4,5,105,100
11,12,231,227
25,27,0,8
62,68,89,83
21,23,49,45
6,6,66,63
13,14,71,67
57,61,24,20
74,78,7,4
6,6,124,120
33,36,85,81
11,12,134,130
8,8,76,72
54,58,26,25
12,13,103,100
47,49,67,64
9,10,138,134
13,15,178,174
110,112,42,40
112,118,32,28
70,73,0,4
13,15,108,105
72,76,75,72
26,28,123,118
9,11,169,165
48,51,31,28
30,33,31,28
41,45,32,29
131,134,69,67
88,92,33,32
26,29,48,43
4,0,171,167
124,129,41,38
26,32,132,124
21,25,44,39
40,43,46,43
9,11,61,58
8,10,83,78
40,44,109,104
72,77,27,23
13,15,56,52
36,41,127,121
159,163,8,6
61,67,10,7
69,73,63,59
4,4,132,129
162,167,15,14
56,61,10,10
15,18,183,178
153,157,46,43
33,36,30,28
21,24,51,47
71,75,0,5
5,6,80,77
4,4,116,113
66,70,39,36
113,117,34,30
90,93,89,86
10,10,39,36
30,33,56,53
49,53,52,49
15,17,66,63
37,39,44,42
12,13,154,150
29,32,133,127
58,61,109,106
74,77,37,35
51,56,14,12
33,35,38,34
31,35,52,47
37,38,68,65
25,28,119,115
32,37,45,42
62,65,49,46
81,84,30,28
147,152,16,13
5,5,45,41
15,17,23,18
30,35,5,5
11,12,188,184
52,55,145,141
59,63,41,37
73,77,27,24
44,48,28,27
91,94,37,34
21,22,109,105
11,12,133,130
16,19,111,105
37,41,28,25
63,67,5,4
16,19,52,47
11,12,166,161
5,5,174,171
32,36,142,137
131,134,20,19
81,86,70,66
44,47,50,47
19,23,94,87
7,8,114,111
72,75,47,44
37,39,120,117
42,45,116,113
133,138,21,17
73,78,43,39
36,38,84,80
107,114,48,43
49,54,110,105
42,47,34,30
124,127,30,27
38,40,68,65
17,19,35,30
149,153,50,47
63,68,73,67
29,32,59,56
134,138,35,33
44,48,92,89
18,21,179,172
13,15,30,27
41,44,0,5
20,23,122,117
116,122,22,20
3,4,92,89
32,36,58,53
7,0,136,130
103,107,25,23
7,7,49,46
7,8,170,166
37,39,46,43
6,7,77,74
28,34,81,75
59,62,104,100
119,124,39,36
6,8,74,71
12,14,84,81
131,137,30,26
4,4,197,193
44,48,150,144
180,186,13,11
36,39,121,117
29,31,35,33
41,45,20,18
95,98,12,10
7,8,125,122
76,82,29,27
39,42,23,22
13,15,197,193
73,80,128,120
64,69,110,106
12,14,31,27
25,27,98,94
32,36,88,83
59,64,60,56
25,28,174,170
173,179,21,20
15,16,165,162
24,28,103,98
176,179,29,27
94,101,43,39
19,22,123,117
27,29,25,23
12,13,77,74
108,113,21,20
26,29,88,85
19,20,91,87
109,113,59,55
5,5,182,178
106,109,79,76
27,28,54,51
101,107,5,7
4,4,56,52
36,40,20,19
17,22,113,105
6,6,57,54
12,13,252,248
12,13,152,149
5,6,142,139
13,17,59,54
6,0,78,73
25,29,89,82
22,23,96,91
45,50,69,63
46,50,68,65
11,12,132,128
46,49,31,28
12,13,104,101
46,50,66,61
73,78,38,35
4,2,119,116
13,17,127,122
5,5,51,48
37,41,13,11
85,89,22,21
72,76,95,91
26,30,69,62
52,58,43,37
43,47,139,136
10,11,172,165
5,6,129,125
48,54,73,67
66,70,27,24
70,75,101,94
114,118,61,57
96,100,79,76
4,4,79,76
25,29,89,85
4,5,76,72
19,22,111,106
67,72,61,58
68,73,0,6
126,128,41,39
153,159,6,6
90,96,68,63
27,32,60,54
36,41,79,72
9,10,148,144
41,46,95,88
47,49,105,101
4,5,84,81
98,103,42,38
7,10,131,126
53,57,84,79
16,17,97,95
4,5,67,63
85,90,73,69
42,45,70,68
30,33,145,140
52,54,77,74
31,34,213,209
50,56,48,42
38,41,71,66
113,117,11,11
12,13,56,52
32,38,63,58
107,112,16,13
43,48,0,6
121,125,22,19
57,65,78,70
13,14,143,139
132,138,17,15
4,2,97,93
97,102,100,95
77,81,30,29
30,36,71,66
220,228,24,20
193,197,58,54
11,12,163,159
12,15,56,54
4,4,135,131
4,5,216,212
12,13,164,160
75,76,103,101
13,15,70,67
91,99,86,78
56,60,128,123
102,106,60,57
64,67,50,47
17,24,63,57
11,12,181,177
75,78,54,52
128,132,0,4
19,21,43,37
55,59,7,7
52,55,0,8
41,42,89,85
46,51,78,73
30,34,114,109
242,247,8,7
13,14,81,78
18,19,74,70
72,76,17,15
40,42,99,96
46,48,93,90
11,12,129,126
8,8,115,108
7,7,99,95
41,47,206,200
111,115,140,135
33,39,43,39
25,27,199,195
155,162,61,57
73,77,81,78
13,15,123,119
98,102,35,33
